"","city_ibge_code","lat","long"
"1418",3120003,-19.8361,-42.3988
"1419",4204558,-27.5877,-50.3614
"1420",2202901,-10.4333,-45.1633
"1421",2604700,-9.12117,-36.3244
"1422",2909307,-13.3477,-44.6333
"1423",2604809,-8.47443,-35.5468
"1424",5003207,-19.0077,-57.651
"1425",5205802,-15.9245,-48.8117
"1426",5205901,-18.1415,-48.5626
"1427",3512704,-22.2213,-47.6215
"1428",4106555,-24.101,-52.1177
"1429",1100072,-12.9551,-60.8947
"1430",4204509,-26.4246,-49.246
"1431",2702306,-10.1276,-36.1717
"1432",3512803,-22.6419,-47.1926
"1433",3512902,-20.4755,-49.7827
"1434",1100080,-12.4367,-64.228
"1435",5003256,-18.5432,-53.1287
"1436",2909406,-12.0228,-44.2566
"1437",3513009,-23.6022,-46.919
"1438",4305959,-28.9891,-51.6971
"1439",5103379,-9.85656,-58.4192
"1440",3120102,-18.0727,-43.4648
"1441",1706001,-8.28411,-49.2473
"1442",4305975,-28.128,-52.3023
"1443",5003306,-18.5013,-54.751
"1444",2504850,-7.62365,-36.6064
"1445",2702355,-9.6178,-36.7697
"1446",2304103,-5.16768,-40.6536
"1447",2304202,-7.2153,-39.4103
"1448",3513108,-21.338,-47.7324
"1449",2909505,-13.3531,-39.8031
"1450",4204608,-28.6723,-49.3729
"1451",3120151,-17.2381,-40.9184
"1452",2909604,-11.5059,-38.1515
"1453",4306007,-27.4999,-54.0994
"1454",3120201,-20.8733,-45.5167
"1455",3513207,-20.4036,-47.4209
"1456",4306056,-31.0046,-52.0436
"1457",4306072,-27.452,-53.2422
"1458",1706100,-10.5985,-49.1942
"1459",2203008,-10.6443,-45.1893
"1460",3120300,-16.716,-42.8571
"1461",5206206,-16.7676,-47.6131
"1462",3120409,-20.8324,-43.8166
"1463",5206305,-17.1987,-48.7034
"1464",3120508,-22.208,-45.2673
"1465",2801702,-11.4668,-37.7585
"1466",2203107,-8.82273,-44.223
"1467",2909703,-12.2249,-44.4214
"1468",5206404,-14.5412,-49.974
"1469",1706258,-11.0994,-48.9152
"1470",2304236,-4.40481,-40.9022
"1471",5206503,-17.2883,-49.3798
"1472",3120607,-20.3923,-44.3334
"1473",2304251,-2.91813,-40.176
"1474",4306106,-28.645,-53.6048
"1475",2909802,-12.6675,-39.1008
"1476",2504900,-7.13902,-35.0857
"1477",4106803,-26.0166,-51.343
"1478",3513306,-22.7373,-50.7909
"1479",4306130,-27.6672,-52.6522
"1480",3513405,-22.5728,-44.969
"1481",3120706,-18.944,-46.6669
"1482",4106571,-25.6192,-53.1285
"1483",4106605,-23.7799,-53.0774
"1484",4106704,-22.9624,-52.1622
"1485",4306205,-29.5148,-51.9928
"1486",1200203,-7.62762,-72.6756
"1487",2403004,-6.40894,-36.7782
"1488",3120805,-21.84,-44.8067
"1489",4106852,-24.0132,-51.4563
"1490",3513504,-23.8911,-46.424
"1491",2505006,-6.86686,-36.3619
"1492",5103403,-15.601,-56.0974
"1493",2505105,-6.47647,-36.1515
"1494",2505238,-6.91292,-35.2502
"1495",2505204,-6.89058,-35.5215
"1496",1100940,-9.36065,-62.5846
"1497",5206602,-18.2644,-48.1511
"1498",2604908,-8.00827,-35.6957
"1499",1502764,-7.81097,-50.7698
"1500",2801900,-10.352,-37.1846
"1501",3513603,-23.0731,-44.9576
"1502",4204707,-26.895,-53.1662
"1503",4204756,-26.9709,-53.0895
"1504",3120839,-18.9648,-41.0986
"1505",2605004,-8.62432,-35.9518
"1506",2909901,-8.98458,-39.8997
"1507",2203206,-10.0326,-44.3002
"1508",1502772,-6.09965,-49.6068
"1509",4106902,-25.4195,-49.2646
"1510",4204806,-27.2824,-50.5816
"1511",4107009,-24.0362,-50.4576
"1512",2203230,-9.01175,-44.4062
"1513",2403103,-6.25484,-36.5146
"1514",2505279,-6.72325,-35.2639
"1515",3120870,-15.9327,-41.8557
"1516",2203271,-7.8313,-40.8957
"1517",2505303,-7.53075,-38.1962
"1518",1502806,-1.81179,-49.7952
"1519",2203255,-5.60825,-42.8376
"1520",1502855,-1.88775,-55.1168
"1521",1502905,-0.733214,-47.8515
"1522",2103703,-1.81475,-44.8644
"1523",5103437,-15.6084,-57.9133
"1524",3120904,-18.7527,-44.4303
"1525",2605103,-8.08546,-37.6443
"1526",1600212,0.970761,-50.8005
"1527",5206701,-14.5604,-46.178
"1528",2505352,-6.63161,-35.9101
"1529",5206800,-16.2544,-49.3631
"1530",1706506,-6.71591,-47.7597
"1531",2910008,-14.4229,-39.9031
"1532",3121001,-18.4478,-43.6591
"1533",4306304,-28.3849,-51.8482
"1534",2103752,-5.54637,-47.4217
"1535",5206909,-18.1501,-47.5568
"1536",3121100,-22.5036,-45.2792
"1537",3121209,-20.3468,-46.8456
"1538",2702405,-9.38534,-37.9987
"1539",3121258,-19.9721,-47.7841
"1540",2203305,-5.35875,-42.6776
"1541",5103452,-14.7324,-57.0583
"1542",5003454,-22.2763,-54.1682
"1543",2304269,-5.91485,-39.257
"1544",4306320,-27.2642,-53.8645
"1545",3513702,-21.9002,-47.6181
"1546",4204905,-26.827,-53.5034
"1547",3121308,-21.46,-42.9618
"1548",2505402,-7.287,-37.0925
"1549",3121407,-20.665,-44.3334
"1550",3121506,-21.143,-43.5178
"1551",4306353,-28.219,-55.0617
"1552",3513801,-23.6813,-46.6205
"1553",2505600,-7.41738,-38.2615
"1554",4107157,-24.9419,-54.1052
"1555",4107108,-22.655,-52.8617
"1556",4107124,-25.035,-52.6768
"1557",3121605,-18.2413,-43.6031
"1558",5103502,-14.4037,-56.4366
"1559",1707009,-11.624,-46.8198
"1560",2910057,-12.6187,-38.2926
"1561",4306379,-29.7054,-54.2122
"1562",3121704,-20.4879,-43.1953
"1563",3121803,-19.8433,-42.7701
"1564",4205001,-26.2648,-53.6351
"1565",5207105,-16.2329,-51.2543
"1566",3513850,-20.4642,-50.6073
"1567",2203354,-9.33939,-42.4348
"1568",2802007,-10.6782,-37.1506
"1569",3121902,-20.9917,-43.0003
"1570",3122009,-20.6134,-42.1438
"1571",3122108,-18.7755,-41.4781
"1572",3201803,-20.6229,-41.6937
"1573",3513900,-21.6637,-46.7361
"1574",3122207,-18.8004,-42.6103
"1575",3122306,-20.1446,-44.8912
"1576",5208301,-13.2853,-46.3999
"1577",1707108,-9.80018,-49.2169
"1578",3122355,-15.7221,-41.3463
"1579",3122405,-21.5092,-46.1904
"1580",3122454,-15.7254,-40.9997
"1581",3514007,-21.5155,-48.3935
"1582",3514106,-22.3673,-48.3819
"1583",4306403,-29.5836,-51.0898
"1584",4306429,-27.6621,-53.5304
"1585",5003488,-20.6848,-55.2915
"1586",1707207,-9.25534,-49.0638
"1587",4306452,-28.983,-51.8396
"1588",2702504,-9.38465,-37.0965
"1589",4107207,-25.7407,-53.057
"1590",3514205,-20.124,-50.5149
"1591",5103601,-15.8099,-54.9223
"1592",2910107,-13.7565,-41.7677
"1593",3122470,-16.652,-46.2597
"1594",3122504,-19.3735,-42.1121
"1595",1502939,-4.19944,-47.8245
"1596",2203404,-6.95332,-41.6396
"1597",4306502,-30.7004,-52.1026
"1598",2203453,-9.00516,-41.9697
"1599",3122603,-18.961,-43.2544
"1600",2910206,-12.9016,-39.1923
"1601",4306601,-30.9756,-54.6694
"1602",2103802,-5.03518,-44.4409
"1603",4306551,-29.3639,-49.853
"1604",3122702,-20.1627,-42.9627
"1605",3122801,-22.2511,-45.1643
"1606",3201902,-20.3603,-40.6594
"1607",2203420,-4.2495,-41.2683
"1608",4205100,-26.981,-49.7261
"1609",3122900,-21.319,-42.807
"1610",4306700,-29.6195,-53.3617
"1611",2505709,-6.61566,-35.6205
"1612",3123007,-21.1139,-44.0207
"1613",3123106,-19.0516,-42.9254
"1614",3123205,-19.4628,-45.5927
"1615",3202009,-20.6931,-41.8405
"1616",3123304,-20.9785,-43.1834
"1617",3123403,-20.2868,-45.9007
"1618",2605152,-8.44116,-40.7662
"1619",5003504,-22.0405,-54.6158
"1620",4107256,-23.3807,-53.2918
"1621",3514304,-22.1044,-48.3178
"1622",3123502,-18.4338,-47.5993
"1623",5003702,-22.2231,-54.812
"1624",4107306,-23.5582,-52.2178
"1625",4306734,-27.5103,-54.3577
"1626",4205159,-26.7174,-49.4795
"1627",4306759,-29.084,-51.9972
"1628",2403202,-6.08082,-38.3794
"1629",4128633,-24.5665,-49.4219
"1630",5207253,-16.7188,-52.3189
"1631",3514403,-21.4843,-51.535
"1632",3514502,-22.4146,-49.4084
"1633",3301603,-22.0536,-42.5232
"1634",2505808,-6.68499,-35.418
"1635",1707306,-11.3416,-49.2716
"1636",3514601,-21.2324,-47.9756
"1637",2103901,-4.15002,-42.9477
"1638",3301702,-22.7858,-43.3049
"1639",3123528,-20.2058,-41.7977
"1640",3514700,-22.4326,-50.2038
"1641",3202108,-18.3702,-40.836
"1642",5207352,-17.4239,-49.6644
"1643",5207402,-17.3406,-49.9295
"1644",1301407,-6.65677,-69.8662
"1645",5003751,-23.7868,-54.2838
"1646",3514809,-24.5281,-48.1141
"1647",1502954,-6.10389,-49.3553
"1648",4306767,-30.0847,-51.6187
"1649",2203503,-6.19947,-42.1355
"1650",3514908,-23.0428,-47.3682
"1651",2203602,-8.09629,-43.6705
"1652",3514924,-21.1678,-49.1146
"1653",2910305,-12.9417,-39.5191
"1654",3123601,-21.6088,-45.5691
"1655",2505907,-7.09964,-37.7163
"1656",3514957,-20.9796,-48.8325
"1657",3515004,-23.6437,-46.8579
"1658",3515103,-23.8297,-46.8136
"1659",3515129,-21.8314,-51.4832
"1660",4306809,-29.2351,-51.8703
"1661",2403301,-6.10691,-38.3033
"1662",2910404,-15.5302,-40.9124
"1663",4306908,-30.543,-52.5204
"1664",4107405,-25.9445,-53.1659
"1665",4107504,-23.797,-52.2659
"1666",3123700,-19.2065,-42.0503
"1667",3515152,-22.4836,-47.211
"1668",3123809,-17.2831,-43.947
"1669",3301801,-22.5498,-43.6827
"1670",4306924,-27.706,-52.9145
"1671",3123858,-19.6218,-42.2306
"1672",2910503,-11.9392,-38.0871
"1673",4205175,-26.7225,-52.5585
"1674",3123908,-20.6706,-44.0654
"1675",4107538,-24.7042,-54.2385
"1676",4306957,-27.5298,-52.7347
"1677",4306932,-28.3686,-54.2686
"1678",1301506,-7.43789,-70.0281
"1679",1200252,-11.0188,-68.7341
"1680",2403400,-6.93835,-36.717
"1681",4306973,-27.8544,-52.3005
"1682",4307005,-27.6364,-52.2697
"1683",2304277,-6.02751,-38.3461
"1684",2900504,-13.4215,-42.1352
"1685",4205191,-28.9869,-49.643
"1686",4307054,-28.4977,-52.5836
"1687",4307203,-27.3926,-52.574
"1688",4307302,-27.5443,-53.5005
"1689",4205209,-27.2743,-51.443
"1690",3124005,-20.8403,-42.6544
"1691",2605202,-8.35672,-35.2241
"1692",4307401,-28.0518,-51.1933
"1693",3124104,-19.764,-44.3065
"1694",3124203,-20.6508,-41.9119
"1695",2506004,-7.02278,-35.8597
"1696",4307450,-27.3603,-53.9891
"1697",4107520,-23.7238,-53.811
"1698",1707405,-5.36593,-48.5378
"1699",2203701,-3.88863,-42.2324
"1700",2104008,-4.87938,-44.6926
"1701",4107546,-25.4216,-52.8348
"1702",1100098,-11.5266,-61.0252
"1703",3124302,-14.9249,-42.809
"1704",2403509,-6.33563,-35.3052
"1705",3124401,-22.0454,-45.9548
"1706",3515186,-22.1909,-46.7477
"1707",3515194,-22.6925,-49.4341
"1708",2910602,-11.7942,-37.9432
"1709",4307500,-28.7286,-52.8461
"1710",4307559,-27.9135,-52.2635
"1711",2802106,-11.2659,-37.4484
"1712",4307609,-29.6535,-51.1843
"1713",4307708,-29.852,-51.1841
"1714",3124500,-22.4577,-46.0191
"1715",3557303,-22.2713,-46.9481
"1716",2104057,-6.56077,-47.4431
"1717",4307807,-29.5002,-51.9495
"1718",3515202,-20.2875,-50.4049
"1719",3124609,-21.7412,-42.4574
"1720",2702553,-9.39089,-36.7644
"1721",3124708,-19.5169,-45.7859
"1722",5207501,-13.8665,-49.0716
"1723",3515301,-22.4859,-51.6632
"1724",3124807,-18.7399,-47.6956
"1725",4307815,-29.1713,-53.1639
"1726",2910701,-10.5078,-39.0153
"1727",3515350,-22.5545,-52.5928
"1728",4307831,-28.5315,-54.1506
"1729",3124906,-21.1002,-42.1878
"1730",2910727,-16.3715,-39.5821
"1731",2304285,-3.8925,-38.4559
"1732",3125002,-21.5498,-43.5068
"1733",3125101,-22.854,-46.3178
"1734",2403608,-5.70143,-35.3048
"1735",2605301,-7.50364,-39.7238
"1736",2506103,-7.34454,-35.7931
"1737",4307864,-28.8794,-51.7014
"1738",5207535,-15.4473,-50.3622
"1739",3125200,-21.4089,-45.8286
"1740",3125309,-20.8097,-42.0213
"1741",2304301,-6.92146,-39.5651
"1742",1503002,-2.16805,-56.7405
"1743",4107553,-24.0958,-52.6217
"1744",4307906,-29.2227,-51.3419
"1745",3515400,-23.3916,-49.5124
"1746",2203750,-9.48342,-42.7912
"1747",1707553,-10.7603,-48.9076
"1748",2910750,-10.616,-38.2239
"1749",5003801,-22.3789,-54.5131
"1750",4107603,-24.0077,-51.3227
"1751",4308003,-29.5788,-53.4484
"1752",4205308,-26.8451,-52.2596
"1753",4308052,-27.4238,-52.6789
"1754",5207600,-16.1834,-50.7781
"1755",4107652,-25.6624,-49.3073
"1756",4308078,-29.5885,-51.8217
"1757",1200302,-8.17054,-70.351
"1758",2910776,-14.2044,-44.2744
"1759",2910800,-12.2664,-38.9663
"1760",2702603,-9.89859,-36.6815
"1761",2605400,-7.94704,-35.3801
"1762",2802205,-10.2616,-37.3147
"1763",2104073,-6.96508,-46.6786
"1764",3125408,-18.0755,-43.2422
"1765",2403707,-5.59274,-37.6875
"1766",3125606,-16.6348,-40.7605
"1767",3125705,-18.7507,-44.9004
"1768",4308102,-29.4527,-51.3032
"1769",2702702,-10.2935,-36.3028
"1770",5103700,-12.385,-54.9227
"1771",4107702,-23.9135,-51.9805
"1772",4107736,-25.4107,-50.5456
"1773",3125804,-19.1541,-42.0803
"1774",2605459,-3.8396,-32.4107
"1775",2104081,-6.16207,-44.8979
"1776",2403756,-5.69096,-36.5282
"1777",3515608,-21.2661,-48.6874
"1778",3515509,-20.2806,-50.2471
"1779",3515657,-22.3607,-49.5187
"1780",3515707,-23.5411,-46.371
"1781",1600238,0.857256,-51.1795
"1782",2605509,-7.44666,-35.2373
"1783",3125903,-19.2343,-43.0192
"1784",3125952,-20.726,-42.279
"1785",4107751,-23.8455,-50.4031
"1786",5003900,-18.6782,-53.638
"1787",1707652,-12.1312,-49.1748
"1788",5103809,-15.4439,-58.7391
"1789",1707702,-7.33501,-47.4954
"1790",2910859,-10.7405,-40.1437
"1791",2910909,-14.9823,-39.9269
"1792",5207808,-16.5778,-50.304
"1793",2702801,-9.27281,-35.7139
"1794",4107850,-26.2523,-53.3092
"1795",4205357,-26.7811,-53.3505
"1796",3515806,-21.6727,-51.3821
"1797",4107801,-23.3178,-52.3029
"1798",2403806,-6.12264,-36.8226
"1799",3515905,-20.6752,-50.1513
"1800",2605608,-7.85842,-37.9715
"1801",4308201,-29.0261,-51.1875
"1802",5207907,-14.4451,-47.0417
"1803",2203800,-7.78793,-42.918
"1804",4107900,-23.6031,-52.0807
"1805",2605707,-8.60307,-38.5687
"1806",2911006,-14.8629,-39.6579
"1807",1503044,-7.55335,-49.7125
"1808",2203859,-7.46682,-41.7883
"1809",3126000,-19.888,-44.4318
"1810",4108007,-22.8623,-51.3882
"1811",2203909,-6.77182,-43.0241
"1812",4308250,-27.8614,-52.0838
"1813",4205407,-27.5945,-48.5477
"1814",4108106,-23.0847,-51.9546
"1815",3516002,-21.6127,-51.1724
"1816",3516101,-22.868,-50.6814
"1817",1301605,-2.52342,-66.0942
"1818",4308300,-28.9817,-52.3445
"1819",3126109,-20.4618,-45.4268
"1820",4308409,-30.0035,-53.4959
"1821",5208004,-15.54,-47.337
"1822",2104099,-6.44017,-46.1916
"1823",4108205,-24.2951,-53.3114
"1824",2911105,-11.0328,-45.193
"1825",4205431,-26.6453,-52.7946
"1826",5208103,-13.6499,-48.8775
"1827",3126208,-14.9446,-46.2371
"1828",1708205,-11.7976,-49.5316
"1829",4308433,-29.3828,-52.0981
"1830",2304350,-3.79945,-40.2634
"1831",4205456,-28.7454,-49.4785
"1832",2304400,-3.71664,-38.5423
"1833",3126307,-20.8508,-46.712
"1834",1708254,-9.05611,-48.5206
"1835",2104107,-6.95983,-46.1749
"1836",4308458,-28.7986,-53.2249
"1837",2304459,-4.45126,-37.7981
"1838",2104206,-5.72792,-44.1565
"1839",3126406,-19.5578,-44.4472
"1840",4108304,-25.5427,-54.5827
"1841",4108452,-25.7371,-52.1188
"1842",4205506,-27.0233,-50.92
"1843",3516200,-20.5352,-47.4039
"1844",2204006,-6.39334,-42.2591
"1845",4108320,-24.0667,-53.8461
"1846",2204105,-6.62606,-42.6881
"1847",3126505,-16.9883,-42.3568
"1848",4108403,-26.0817,-53.0535
"1849",2403905,-6.07234,-38.1212
"1850",3126604,-17.3107,-44.2317
"1851",2204154,-7.331,-40.788
"1852",3516309,-23.2792,-46.7448
"1853",3126703,-16.4827,-43.4896
"1854",2204204,-6.99491,-41.1288
"1855",3126752,-17.9578,-42.0094
"1856",3516408,-23.3229,-46.729
"1857",2304509,-3.75557,-40.818
"1858",4308508,-27.3586,-53.3958
"1859",3126802,-18.0709,-41.4325
"1860",3126901,-18.5556,-41.9121
"1861",3126950,-18.1751,-42.7617
"1862",2506202,-6.39759,-36.4526
"1863",2605806,-7.93918,-35.9113
"1864",2802304,-10.5513,-37.5279
"1865",4205555,-27.175,-50.8076
"1866",3127008,-20.2748,-49.1984
"1867",3127057,-16.8898,-40.923
"1868",2204303,-7.08173,-40.6146
"1869",3127073,-16.1225,-42.5288
"1870",3127107,-20.0259,-48.9355
"1871",2404002,-6.15669,-37.8375
"1872",3202207,-19.937,-40.4078
"1873",3127206,-19.3661,-44.061
"1874",3516507,-21.5294,-50.5573
"1875",2506251,-7.58279,-35.7899
"1876",3516606,-22.2918,-49.5504
"1877",3127305,-19.0005,-41.5387
"1878",2404101,-5.0909,-36.2754
"1879",4205605,-26.4549,-52.6875
"1880",2605905,-8.5798,-35.3846
"1881",5208152,-16.4854,-48.6454
"1882",3127339,-15.0829,-43.125
"1883",2911204,-13.7441,-39.4747
"1884",2606002,-8.88243,-36.4966
"1885",2802403,-9.9722,-37.0869
"1886",3516705,-22.2125,-49.6546
"1887",4308607,-29.259,-51.5352
"1888",4205704,-28.0275,-48.6192
"1889",1503077,-1.92986,-47.0505
"1890",4308656,-28.1944,-55.6383
"1891",4205803,-26.0292,-48.852
"1892",4205902,-26.9336,-48.9534
"1893",3516804,-20.7948,-50.1912
"1894",5103858,-13.2443,-53.0809
"1895",4308706,-27.5856,-52.0915
"1896",2911253,-11.4688,-39.7757
"1897",3516853,-21.8367,-48.4957
"1898",2204352,-7.15476,-41.3409
"1899",4308805,-29.9032,-51.7612
"1900",5103908,-15.7094,-52.7574
"1901",4108502,-26.425,-51.3172
"1902",2802502,-10.6835,-36.9838
"1903",3516903,-20.6485,-50.364
"1904",2304608,-4.04351,-39.454
"1905",4308854,-28.4316,-52.0337
"1906",2911303,-11.4342,-42.5077
"1907",3517000,-21.7961,-49.9312
"1908",4308904,-27.8911,-52.2294
"1909",2204402,-9.83001,-45.3423
"1910",2702900,-9.88404,-36.8316
"1911",4309001,-28.0297,-54.3517
"1912",3127354,-16.8481,-43.692
"1913",3517109,-21.3812,-50.2123
"1914",2911402,-9.34382,-38.2544
"1915",5103957,-15.768,-58.3108
"1916",5004007,-22.4136,-54.2335
"1917",2606101,-8.00568,-35.2904
"1918",4309050,-29.8798,-50.7734
"1919",2104305,-1.40259,-45.7795
"1920",4108551,-24.173,-51.9246
"1921",3127370,-18.9807,-41.2235
"1922",3127388,-21.536,-43.1957
"1923",2606200,-7.5606,-34.9959
"1924",5208400,-16.5098,-49.0234
"1925",5208509,-18.1352,-48.0875
"1926",5208608,-15.3118,-49.1162
"1927",1503093,-3.84338,-49.0974
"1928",5208707,-16.6864,-49.2643
"1929",2404200,-6.26486,-35.1943
"1930",5208806,-16.4947,-49.427
"1931",1708304,-8.77413,-48.9313
"1932",5208905,-15.9333,-50.14
"1933",1709005,-7.71478,-47.3252
"1934",5209101,-18.0105,-49.3658
"1935",4108601,-24.1835,-53.0248
"1936",4108650,-25.1927,-51.9911
"1937",3127404,-22.6545,-45.8556
"1938",2104404,-5.1475,-44.3013
"1939",2911501,-14.3195,-39.469
"1940",3127503,-18.8196,-42.4769
"1941",3127602,-18.4519,-43.7423
"1942",5209150,-18.6238,-50.0805
"1943",2104503,-5.02078,-44.2754
"1944",4206009,-27.3172,-48.5576
"1945",2404309,-5.44887,-37.5183
"1946",2104552,-5.74973,-47.3646
"1947",2104602,-5.31897,-44.2469
"1948",1101005,-10.61,-62.7371
"1949",3202256,-19.1864,-40.4473
"1950",2104628,-5.47835,-44.0774
"1951",2911600,-12.5994,-39.0412
"1952",2104651,-3.43245,-45.6619
"1953",2104677,-2.12899,-45.8777
"1954",3127701,-18.8545,-41.9555
"1955",2304657,-4.04422,-40.749
"1956",2104701,-5.40547,-44.3358
"1957",2802601,-10.2252,-37.2006
"1958",2104800,-5.81367,-46.1462
"1959",4309100,-29.3734,-50.8762
"1960",4309126,-27.4429,-52.9149
"1961",4309159,-29.2706,-52.5795
"1962",4108700,-24.1466,-51.5094
"1963",2606309,-7.70711,-39.615
"1964",2304707,-3.12788,-40.8372
"1965",2304806,-6.88134,-39.2144
"1966",3127800,-16.5662,-42.8923
"1967",4206108,-28.1809,-49.2252
"1968",2606408,-8.21118,-35.5675
"1969",4309209,-29.9413,-50.9869
"1970",4206207,-28.3208,-49.0427
"1971",2304905,-3.91787,-40.3852
"1972",2404408,-4.98068,-37.1621
"1973",3127909,-18.5003,-47.7318
"1974",4309258,-28.5421,-51.6948
"1975",4206306,-27.0808,-48.9804
"1976",3202306,-20.7668,-41.6734
"1977",2204501,-6.78285,-43.5594
"1978",4309308,-30.1086,-51.3233
"1979",3517208,-21.6195,-49.8013
"1980",3517307,-21.9091,-49.8986
"1981",3517406,-20.3196,-48.312
"1982",4108809,-24.085,-54.2573
"1983",4108908,-22.932,-52.6906
"1984",2304954,-4.04057,-38.6404
"1985",1301654,-7.53797,-72.5907
"1986",1100106,-10.7889,-65.3296
"1987",2911659,-14.5467,-41.9381
"1988",2404507,-5.10619,-36.3222
"1989",4108957,-25.1912,-50.8021
"1990",2911709,-14.2231,-42.7799
"1991",3128006,-18.7713,-42.9312
"1992",3128105,-20.7631,-45.9152
"1993",3517505,-20.7959,-49.2172
"1994",3517604,-24.1892,-48.5295
"1995",3301850,-22.5347,-42.9895
"1996",4109005,-23.5203,-50.0407
"1997",5209200,-16.8297,-49.5345
"1998",4309407,-28.8399,-51.8895
"1999",4109104,-23.3402,-52.7786
"2000",3517703,-20.4302,-47.8236
"2001",2506301,-6.85064,-35.485
"2002",3517802,-21.0292,-51.2119
"2003",3517901,-20.4977,-48.9391
"2004",4109203,-22.9694,-51.6504
"2005",3128204,-20.5716,-43.0094
"2006",4206405,-26.6042,-53.5243
"2007",2305001,-4.15814,-40.7476
"2008",3128253,-17.0142,-43.6675
"2009",1709302,-8.83543,-48.5114
"2010",5209291,-15.6121,-50.0265
"2011",2305100,-4.26248,-38.932
"2012",4206504,-26.4688,-49.0026
"2013",3128303,-21.3009,-46.7964
"2014",3128402,-21.3563,-43.0328
"2015",3518008,-20.0746,-50.3411
"2016",4309506,-28.1491,-54.5629
"2017",5209408,-13.9421,-46.4868
"2018",4109302,-25.0968,-52.8755
"2019",3518107,-21.8942,-49.5914
"2020",5104104,-9.96218,-54.9121
"2021",3202405,-20.6772,-40.5093
"2022",4109401,-25.3902,-51.4623
"2023",4109500,-25.3071,-48.3204
"2024",3128501,-21.7304,-43.0334
"2025",3518206,-21.2544,-50.6453
"2026",3518305,-23.4112,-46.0369
"2027",2911808,-16.5833,-39.7847
"2028",3518404,-22.8075,-45.1938
"2029",4109609,-25.8817,-48.5752
"2030",3128600,-17.7673,-47.0998
"2031",3518503,-23.3714,-48.1837
"2032",3518602,-21.3594,-48.2316
"2033",2204550,-9.38647,-43.6943
"2034",5209457,-14.7292,-49.7006
"2035",3518701,-23.9888,-46.258
"2036",4206603,-26.3858,-53.5296
"2037",3518800,-23.4538,-46.5333
"2038",4206652,-27.1341,-52.7887
"2039",3518859,-21.4944,-48.0356
"2040",3128709,-21.305,-46.7081
"2041",5004106,-21.4583,-56.1117
"2042",3128808,-21.155,-42.7887
"2043",2104909,-2.12755,-44.602
"2044",3128907,-18.8425,-46.7901
"2045",5104203,-16.346,-53.7575
"2046",3129004,-21.0098,-42.7207
"2047",3129103,-19.2143,-49.7876
"2048",2506400,-7.1233,-35.4222
"2049",2506509,-7.24833,-36.4923
"2050",1503101,-1.41412,-51.6338
"2051",1709500,-11.7279,-49.068
"2052",3518909,-20.6467,-50.6645
"2053",4309555,-29.5456,-51.4185
"2054",5209606,-15.719,-49.8268
"2055",3129202,-22.0644,-45.5453
"2056",2911857,-10.6825,-38.2907
"2057",3519006,-22.0038,-50.3907
"2058",4307104,-32.024,-53.3944
"2059",4206702,-27.1903,-51.4917
"2060",4309571,-29.4552,-52.6553
"2061",5209705,-16.9626,-49.2265
"2062",2305209,-4.40958,-40.4056
"2063",5209804,-14.7261,-49.4634
"2064",3519055,-22.6405,-47.0487
"2065",4109658,-26.139,-52.3848
"2066",2305233,-4.1209,-38.4707
"2067",4309605,-27.6282,-54.3053
"2068",3519071,-22.8529,-47.2143
"2069",2204600,-5.9886,-42.5598
"2070",4309654,-31.4067,-53.8667
"2071",4309704,-27.5691,-53.9695
"2072",1301704,-7.51171,-63.0327
"2073",2105005,-2.59828,-43.4649
"2074",3519105,-21.8896,-49.031
"2075",5209903,-14.1011,-46.6335
"2076",3519204,-21.8572,-50.6932
"2077",2911907,-12.7666,-40.2056
"2078",3129301,-19.4387,-42.2147
"2079",3519253,-22.8682,-49.1634
"2080",2606507,-9.04559,-36.8498
"2081",4109708,-23.8478,-50.1932
"2082",4309753,-29.4203,-53.1295
"2083",2305266,-4.80376,-38.7501
"2084",3519303,-21.9584,-47.9882
"2085",2703007,-8.97823,-35.9373
"2086",3202454,-20.2347,-41.5087
"2087",4109757,-25.1193,-53.0072
"2088",3129400,-21.433,-43.9639
"2089",3129509,-19.4749,-46.5474
"2090",4309803,-28.0566,-51.8599
"2091",3129608,-16.8591,-44.9046
"2092",4206751,-27.1847,-51.2352
"2093",2305308,-3.92403,-40.8911
"2094",2506608,-7.47957,-38.4059
"2095",2912004,-14.2711,-42.257
"2096",2912103,-14.8579,-39.5914
"2097",4206801,-27.0881,-51.3681
"2098",2912202,-13.4059,-41.284
"2099",2912301,-14.845,-39.9879
"2100",2305332,-4.96999,-38.6362
"2101",2606606,-8.54026,-37.7032
"2102",2912400,-11.6438,-42.0195
"2103",2912509,-12.8804,-42.4856
"2104",4109807,-23.2659,-51.0522
"2105",2912608,-12.6444,-40.9338
"2106",3519402,-21.083,-49.2448
"2107",3129657,-15.6605,-44.1667
"2108",3129707,-20.4611,-47.1222
"2109",3202504,-19.8366,-40.3732
"2110",4309902,-28.3741,-51.6377
"2111",2606705,-8.57633,-36.1812
"2112",4206900,-27.0547,-49.5193
"2113",2912707,-14.1649,-39.3787
"2114",2912806,-17.6832,-40.1129
"2115",4309951,-28.6247,-52.5158
"2116",3519501,-22.8185,-50.0739
"2117",2912905,-14.0643,-39.6459
"2118",3129806,-20.0252,-44.0569
"2119",4310009,-28.6302,-53.0961
"2120",2913002,-12.6502,-42.2179
"2121",3519600,-21.7562,-48.8319
"2122",3202553,-20.5466,-41.6667
